trial,counts,energies,iteration,energies_dict,solved
0,"{'1110': 25, '1111': 157, '0001': 76, '1011': 70, '0011': 11, '0111': 15, '1001': 5, '0101': 140, '1100': 145, '1000': 76, '0110': 132, '1101': 15, '0010': 84, '0000': 17, '0100': 18, '1010': 14}","{'H_AFM': -0.30200000000000005, 'H_FM': -0.30200000000000005, 'H_TF': -0.30200000000000005, 'H_XY': -0.30200000000000005, 'H_RF': -0.30200000000000005}",4,"{'H_AFM': -0.30200000000000005, 'H_FM': -0.30200000000000005, 'H_TF': -0.30200000000000005, 'H_XY': -0.30200000000000005, 'H_RF': -0.30200000000000005}",False
1,"{'1110': 2, '0010': 78, '0000': 147, '1100': 256, '0011': 120, '0111': 17, '1101': 163, '1000': 38, '0110': 7, '0100': 37, '0001': 91, '1111': 3, '1001': 28, '0101': 13}","{'H_AFM': 0.7, 'H_FM': 0.7, 'H_TF': 0.7, 'H_XY': 0.7, 'H_RF': 0.7}",4,"{'H_AFM': 0.7, 'H_FM': 0.7, 'H_TF': 0.7, 'H_XY': 0.7, 'H_RF': 0.7}",False
2,"{'1011': 3, '1110': 191, '1001': 1, '0101': 187, '1000': 11, '0110': 36, '1101': 38, '1100': 200, '0100': 44, '0011': 14, '0111': 200, '1111': 37, '0001': 16, '0010': 3, '0000': 4, '1010': 15}","{'H_AFM': -0.848, 'H_FM': -0.848, 'H_TF': -0.848, 'H_XY': -0.848, 'H_RF': -0.848}",4,"{'H_AFM': -0.848, 'H_FM': -0.848, 'H_TF': -0.848, 'H_XY': -0.848, 'H_RF': -0.848}",True
3,"{'1110': 1, '1011': 3, '0000': 13, '0010': 18, '1010': 43, '0100': 181, '0001': 207, '1111': 35, '1101': 40, '0011': 201, '0111': 19, '1001': 1, '0101': 16, '0110': 192, '1000': 25, '1100': 5}","{'H_AFM': 0.6479999999999999, 'H_FM': 0.6479999999999999, 'H_TF': 0.6479999999999999, 'H_XY': 0.6479999999999999, 'H_RF': 0.6479999999999999}",4,"{'H_AFM': 0.6479999999999999, 'H_FM': 0.6479999999999999, 'H_TF': 0.6479999999999999, 'H_XY': 0.6479999999999999, 'H_RF': 0.6479999999999999}",False
4,"{'1101': 2, '1110': 1, '1100': 339, '0101': 1, '1001': 51, '0111': 317, '0011': 30, '1011': 7, '1000': 22, '0110': 3, '1111': 72, '0001': 12, '0010': 60, '0000': 6, '0100': 65, '1010': 12}","{'H_AFM': -0.5999999999999999, 'H_FM': -0.5999999999999999, 'H_TF': -0.5999999999999999, 'H_XY': -0.5999999999999999, 'H_RF': -0.5999999999999999}",4,"{'H_AFM': -0.5999999999999999, 'H_FM': -0.5999999999999999, 'H_TF': -0.5999999999999999, 'H_XY': -0.5999999999999999, 'H_RF': -0.5999999999999999}",True
5,"{'1101': 56, '0101': 42, '0100': 37, '0000': 189, '0001': 179, '1100': 44, '1000': 234, '1001': 219}","{'H_AFM': 1.544, 'H_FM': 1.544, 'H_TF': 1.544, 'H_XY': 1.544, 'H_RF': 1.544}",4,"{'H_AFM': 1.544, 'H_FM': 1.544, 'H_TF': 1.544, 'H_XY': 1.544, 'H_RF': 1.544}",False
6,"{'0010': 14, '0000': 17, '0001': 58, '1000': 116, '1001': 309, '1010': 120, '0011': 45, '1011': 321}","{'H_AFM': -0.19799999999999995, 'H_FM': -0.19799999999999995, 'H_TF': -0.19799999999999995, 'H_XY': -0.19799999999999995, 'H_RF': -0.19799999999999995}",4,"{'H_AFM': -0.19799999999999995, 'H_FM': -0.19799999999999995, 'H_TF': -0.19799999999999995, 'H_XY': -0.19799999999999995, 'H_RF': -0.19799999999999995}",False
7,"{'0010': 25, '1110': 17, '1111': 87, '0001': 29, '1101': 23, '1011': 288, '0111': 277, '0011': 79, '1010': 60, '0110': 64, '1000': 3, '0101': 16, '1001': 14, '1100': 7, '0000': 7, '0100': 4}","{'H_AFM': -1.408, 'H_FM': -1.408, 'H_TF': -1.408, 'H_XY': -1.408, 'H_RF': -1.408}",4,"{'H_AFM': -1.408, 'H_FM': -1.408, 'H_TF': -1.408, 'H_XY': -1.408, 'H_RF': -1.408}",True
8,"{'0101': 28, '1001': 29, '0100': 68, '1110': 110, '1111': 42, '0001': 24, '1011': 35, '0111': 36, '0011': 35, '0110': 98, '1000': 88, '1100': 100, '0010': 96, '0000': 94, '1010': 87, '1101': 30}","{'H_AFM': 0.33799999999999997, 'H_FM': 0.33799999999999997, 'H_TF': 0.33799999999999997, 'H_XY': 0.33799999999999997, 'H_RF': 0.33799999999999997}",4,"{'H_AFM': 0.33799999999999997, 'H_FM': 0.33799999999999997, 'H_TF': 0.33799999999999997, 'H_XY': 0.33799999999999997, 'H_RF': 0.33799999999999997}",False
9,"{'0110': 1, '1000': 2, '1011': 339, '0011': 79, '0111': 2, '0101': 44, '1001': 59, '1100': 1, '0001': 361, '1111': 33, '0000': 29, '0010': 3, '1010': 35, '1101': 6, '0100': 6}","{'H_AFM': 0.033999999999999926, 'H_FM': 0.033999999999999926, 'H_TF': 0.033999999999999926, 'H_XY': 0.033999999999999926, 'H_RF': 0.033999999999999926}",4,"{'H_AFM': 0.033999999999999926, 'H_FM': 0.033999999999999926, 'H_TF': 0.033999999999999926, 'H_XY': 0.033999999999999926, 'H_RF': 0.033999999999999926}",False
