run,final_queries,mean_final_energy,iterations,final_even_parity,final_all_ones,final_diversity
0,26,0.46491499887035986,26,0.531,0.044,0.8197449966110797
1,13,0.40335306875653004,13,0.5559999999999999,0.101,0.55305920626959
2,21,0.47456776315432564,21,0.49500000000000005,0.029,0.8997032894629768
3,17,0.4276319347027382,17,0.508,0.009,0.7658958041082147
4,17,0.43692630614895256,17,0.514,0.007,0.7897789184468575
