run,final_queries,mean_final_energy,iterations,final_even_parity,final_all_ones,final_diversity
0,21,0.41539949918307917,21,0.5070000000000001,0.005,0.7341984975492373
1,12,0.3803948789979681,12,0.49500000000000005,0.0,0.6461846369939042
2,17,0.5115826102956228,17,0.503,0.05,0.9817478308868686
3,19,0.4246349357279462,19,0.509,0.005,0.7599048071838386
4,13,0.3520069312048549,13,0.599,0.0,0.45702079361456477
