phase,trial,counts,energies,success,iteration,bias_strength
random_control,91,"{'1101': 66, '1100': 60, '0001': 54, '1110': 58, '0100': 72, '0101': 64, '1001': 71, '0111': 63, '0011': 60, '1011': 74, '1010': 67, '0010': 74, '0000': 68, '1000': 62, '0110': 65, '1111': 46}","{'H_AFM': np.float64(-0.060546875), 'H_FM': np.float64(0.068359375), 'H_TF': np.float64(0.0)}",False,0.0,0.0
random_control,92,"{'1011': 51, '1000': 55, '0110': 58, '0011': 65, '0111': 78, '0100': 83, '1101': 64, '1110': 53, '0001': 71, '1111': 70, '0000': 73, '0010': 59, '1100': 65, '0101': 63, '1001': 58, '1010': 58}","{'H_AFM': np.float64(0.0546875), 'H_FM': np.float64(-0.0859375), 'H_TF': np.float64(0.0)}",False,0.0,0.0
random_control,93,"{'0100': 56, '0010': 59, '0000': 65, '0001': 76, '1111': 76, '1100': 58, '1010': 67, '1001': 68, '0101': 66, '1110': 70, '1000': 66, '0110': 66, '1101': 65, '1011': 52, '0111': 52, '0011': 62}","{'H_AFM': np.float64(-0.01953125), 'H_FM': np.float64(0.00390625), 'H_TF': np.float64(0.0)}",False,0.0,0.0
random_control,94,"{'0000': 62, '1000': 78, '0110': 65, '0010': 54, '1111': 54, '0001': 60, '1101': 51, '1100': 57, '1010': 57, '1001': 60, '0101': 69, '1110': 66, '0011': 75, '0111': 74, '1011': 62, '0100': 80}","{'H_AFM': np.float64(0.01953125), 'H_FM': np.float64(0.03125), 'H_TF': np.float64(0.0)}",False,0.0,0.0
random_control,95,"{'0100': 71, '0000': 71, '0010': 71, '1011': 56, '0111': 51, '0011': 71, '1111': 53, '0001': 60, '1010': 70, '1101': 81, '1000': 67, '0110': 65, '1100': 65, '1110': 60, '1001': 57, '0101': 55}","{'H_AFM': np.float64(0.01171875), 'H_FM': np.float64(-0.0390625), 'H_TF': np.float64(0.0)}",False,0.0,0.0
random_control,96,"{'1100': 68, '1010': 49, '1110': 63, '1001': 70, '0101': 69, '0010': 56, '0000': 76, '1011': 74, '0011': 72, '0111': 65, '1101': 49, '0001': 53, '1111': 70, '0110': 65, '1000': 56, '0100': 69}","{'H_AFM': np.float64(0.107421875), 'H_FM': np.float64(-0.021484375), 'H_TF': np.float64(0.0)}",False,0.0,0.0
random_control,97,"{'0100': 54, '0000': 60, '1010': 61, '1100': 66, '1011': 59, '0111': 67, '0011': 71, '0001': 75, '1111': 54, '1110': 64, '1001': 75, '0101': 63, '0010': 66, '1101': 61, '1000': 69, '0110': 59}","{'H_AFM': np.float64(0.0078125), 'H_FM': np.float64(0.03515625), 'H_TF': np.float64(0.0)}",False,0.0,0.0
random_control,98,"{'1100': 58, '0100': 69, '0001': 64, '1111': 59, '1101': 67, '1000': 61, '0110': 65, '1011': 69, '0111': 66, '0011': 62, '0010': 76, '0000': 54, '1110': 55, '1010': 62, '0101': 66, '1001': 71}","{'H_AFM': np.float64(-0.05859375), 'H_FM': np.float64(0.0625), 'H_TF': np.float64(0.0)}",False,0.0,0.0
random_control,99,"{'0100': 52, '1110': 60, '1001': 62, '0101': 67, '1101': 76, '0010': 72, '0000': 62, '1100': 65, '0110': 61, '1000': 67, '1011': 71, '0111': 62, '0011': 58, '0001': 66, '1111': 60, '1010': 63}","{'H_AFM': np.float64(-0.048828125), 'H_FM': np.float64(-0.017578125), 'H_TF': np.float64(0.0)}",False,0.0,0.0
random_control,0,"{'1101': 10, '1001': 2, '0101': 43, '1110': 39, '0001': 97, '1111': 32, '0100': 356, '1010': 96, '1000': 23, '0110': 97, '0000': 133, '0010': 29, '0111': 9, '0011': 28, '1011': 17, '1100': 13}","{'H_AFM': np.float64(0.205078125), 'H_FM': np.float64(0.330078125), 'H_TF': np.float64(0.0)}",False,1.0,0.6024955834975404
random_control,1,"{'0010': 6, '0100': 5, '0001': 117, '1111': 94, '1101': 27, '0000': 135, '1100': 50, '0101': 12, '1001': 39, '0110': 329, '1000': 34, '1011': 13, '0011': 29, '0111': 44, '1110': 11, '1010': 79}","{'H_AFM': np.float64(-0.13671875), 'H_FM': np.float64(0.453125), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,2,"{'0001': 10, '1100': 49, '1110': 8, '1011': 106, '0111': 326, '0011': 25, '1101': 35, '0010': 42, '0000': 133, '1111': 107, '1010': 16, '0101': 85, '1001': 28, '0110': 4, '1000': 31, '0100': 19}","{'H_AFM': np.float64(-0.16015625), 'H_FM': np.float64(-0.8671875), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,3,"{'0001': 11, '0010': 10, '1110': 26, '1011': 106, '0111': 3, '0011': 106, '1101': 28, '0000': 122, '1100': 22, '0101': 344, '1001': 10, '0110': 37, '1000': 7, '1010': 114, '1111': 44, '0100': 34}","{'H_AFM': np.float64(-0.724609375), 'H_FM': np.float64(0.099609375), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,4,"{'1101': 2, '0011': 1, '0111': 21, '0001': 16, '1111': 5, '0010': 100, '0000': 150, '1100': 338, '1010': 36, '1000': 40, '0110': 13, '0100': 122, '1001': 91, '0101': 40, '1110': 40, '1011': 9}","{'H_AFM': np.float64(0.84375), 'H_FM': np.float64(-0.3828125), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,5,"{'1011': 6, '1100': 11, '0100': 320, '1010': 107, '0000': 145, '0010': 35, '1110': 33, '1001': 3, '0101': 32, '1000': 26, '0110': 95, '1101': 14, '0001': 110, '1111': 37, '0011': 43, '0111': 7}","{'H_AFM': np.float64(0.2109375), 'H_FM': np.float64(0.21484375), 'H_TF': np.float64(0.0)}",False,1.0,0.6024955834975404
random_control,6,"{'0100': 23, '1010': 46, '1000': 8, '0110': 120, '1101': 95, '1111': 343, '0001': 6, '0000': 118, '0010': 36, '1110': 11, '0011': 15, '0111': 27, '1011': 16, '1100': 28, '0101': 86, '1001': 46}","{'H_AFM': np.float64(-0.080078125), 'H_FM': np.float64(-0.884765625), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,7,"{'1011': 9, '1010': 11, '0001': 13, '1101': 32, '0000': 127, '0010': 34, '0100': 101, '0110': 356, '1000': 36, '1100': 30, '1111': 8, '1001': 9, '0101': 99, '1110': 95, '0111': 27, '0011': 37}","{'H_AFM': np.float64(-0.263671875), 'H_FM': np.float64(0.802734375), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,8,"{'1110': 3, '1100': 9, '0100': 35, '1111': 113, '0001': 32, '1011': 28, '0111': 341, '0011': 97, '0010': 35, '0000': 122, '1101': 27, '0101': 119, '1001': 6, '0110': 6, '1000': 40, '1010': 11}","{'H_AFM': np.float64(-0.189453125), 'H_FM': np.float64(-0.966796875), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,9,"{'0001': 37, '1110': 99, '1001': 4, '0101': 88, '0100': 31, '0000': 122, '0010': 60, '1101': 105, '1100': 25, '0110': 5, '1000': 11, '1111': 340, '1010': 47, '1011': 10, '0011': 13, '0111': 27}","{'H_AFM': np.float64(0.1328125), 'H_FM': np.float64(-1.2578125), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,10,"{'1010': 4, '0010': 12, '1110': 342, '1100': 32, '0101': 14, '1001': 21, '1000': 52, '0110': 97, '1101': 40, '0111': 9, '0011': 98, '1011': 27, '1111': 40, '0001': 106, '0000': 119, '0100': 11}","{'H_AFM': np.float64(0.732421875), 'H_FM': np.float64(0.134765625), 'H_TF': np.float64(0.0)}",False,1.0,0.6024955834975404
random_control,11,"{'0001': 27, '1101': 100, '1010': 108, '0110': 326, '1000': 97, '1100': 44, '1001': 7, '0101': 11, '1110': 48, '1011': 35, '0111': 10, '0011': 36, '0000': 125, '0010': 14, '0100': 29, '1111': 7}","{'H_AFM': np.float64(-0.390625), 'H_FM': np.float64(0.546875), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,12,"{'0111': 2, '0011': 39, '0000': 134, '0010': 9, '0100': 18, '1110': 320, '1010': 27, '1101': 98, '1011': 103, '1111': 106, '0001': 43, '0110': 8, '1000': 35, '0101': 36, '1001': 14, '1100': 32}","{'H_AFM': np.float64(0.568359375), 'H_FM': np.float64(-0.314453125), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,13,"{'1100': 9, '1110': 1, '1011': 347, '0011': 100, '0111': 25, '1101': 46, '0110': 9, '1000': 34, '0000': 118, '0010': 29, '1001': 122, '0101': 11, '0001': 31, '1111': 84, '1010': 16, '0100': 42}","{'H_AFM': np.float64(0.58984375), 'H_FM': np.float64(-0.0078125), 'H_TF': np.float64(0.0)}",False,1.0,0.6024955834975404
random_control,14,"{'1011': 36, '0001': 19, '1111': 113, '1101': 333, '1000': 10, '0110': 103, '0000': 97, '0010': 44, '1010': 31, '0100': 36, '1100': 38, '0011': 5, '0111': 101, '1110': 10, '1001': 13, '0101': 35}","{'H_AFM': np.float64(-0.353515625), 'H_FM': np.float64(-0.630859375), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,15,"{'1010': 10, '0100': 3, '1011': 39, '0111': 351, '0011': 10, '1110': 46, '0101': 18, '1001': 106, '1100': 106, '1000': 40, '0110': 80, '1101': 33, '0010': 29, '0000': 99, '0001': 44, '1111': 10}","{'H_AFM': np.float64(-0.130859375), 'H_FM': np.float64(-0.173828125), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,16,"{'1010': 3, '0001': 8, '0000': 133, '0010': 18, '1100': 8, '0011': 7, '0111': 32, '1011': 49, '1000': 37, '0110': 322, '1101': 94, '1110': 105, '1001': 50, '0101': 25, '1111': 106, '0100': 27}","{'H_AFM': np.float64(-0.16015625), 'H_FM': np.float64(0.41015625), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,17,"{'0001': 5, '1101': 21, '1110': 105, '0000': 128, '0010': 41, '1011': 122, '0011': 44, '0111': 32, '1100': 328, '0101': 11, '1001': 23, '1111': 110, '1010': 8, '1000': 25, '0110': 7, '0100': 14}","{'H_AFM': np.float64(1.361328125), 'H_FM': np.float64(-0.830078125), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,18,"{'1110': 5, '1111': 14, '1011': 10, '1100': 16, '1001': 25, '0101': 317, '0010': 45, '0000': 115, '0001': 26, '0100': 108, '0111': 101, '0011': 10, '1010': 28, '1000': 130, '0110': 31, '1101': 43}","{'H_AFM': np.float64(-1.029296875), 'H_FM': np.float64(-0.068359375), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,19,"{'0001': 9, '0010': 27, '0100': 7, '0000': 128, '1101': 118, '1110': 47, '1011': 28, '0011': 24, '0111': 25, '0110': 328, '1000': 118, '0101': 7, '1001': 92, '1100': 11, '1010': 6, '1111': 49}","{'H_AFM': np.float64(-0.365234375), 'H_FM': np.float64(0.498046875), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,20,"{'1110': 17, '1101': 13, '1010': 28, '1100': 39, '0000': 139, '0010': 34, '1011': 17, '0011': 78, '0111': 45, '0100': 328, '0001': 36, '1111': 23, '1000': 113, '0110': 96, '1001': 4, '0101': 14}","{'H_AFM': np.float64(0.46875), 'H_FM': np.float64(-0.06640625), 'H_TF': np.float64(0.0)}",False,1.0,0.6024955834975404
random_control,21,"{'1110': 6, '1011': 10, '0011': 374, '0111': 34, '1101': 28, '0000': 127, '0010': 30, '1111': 92, '0001': 107, '0110': 24, '1000': 30, '1100': 38, '0100': 104, '1001': 4, '0101': 10, '1010': 6}","{'H_AFM': np.float64(1.44921875), 'H_FM': np.float64(-0.84375), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,22,"{'1011': 9, '1101': 5, '1111': 103, '0001': 30, '0000': 122, '0010': 24, '1100': 94, '1001': 348, '0101': 33, '1110': 44, '0111': 109, '0011': 10, '1010': 36, '0100': 10, '1000': 11, '0110': 36}","{'H_AFM': np.float64(-0.107421875), 'H_FM': np.float64(0.376953125), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,23,"{'1010': 12, '0010': 32, '1110': 26, '1100': 114, '0100': 347, '0011': 12, '0111': 36, '1011': 31, '1101': 22, '1000': 47, '0110': 115, '0000': 116, '1111': 83, '0001': 8, '1001': 8, '0101': 15}","{'H_AFM': np.float64(0.6328125), 'H_FM': np.float64(-0.05078125), 'H_TF': np.float64(0.0)}",False,1.0,0.6024955834975404
random_control,24,"{'0010': 6, '1110': 48, '0101': 360, '1001': 18, '1100': 33, '0110': 13, '1000': 47, '0100': 89, '1101': 84, '1011': 94, '0111': 3, '0011': 30, '1111': 14, '0001': 34, '0000': 125, '1010': 26}","{'H_AFM': np.float64(-0.71875), 'H_FM': np.float64(0.12109375), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,25,"{'1010': 11, '1110': 10, '0000': 135, '0010': 37, '1011': 93, '0011': 24, '0111': 3, '1101': 346, '1000': 33, '0110': 36, '0100': 100, '1100': 26, '0101': 102, '1001': 37, '0001': 18, '1111': 13}","{'H_AFM': np.float64(-0.3046875), 'H_FM': np.float64(-0.3515625), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,26,"{'1011': 2, '0010': 11, '1100': 336, '1001': 42, '0101': 103, '1110': 32, '0000': 132, '0100': 31, '0111': 8, '0011': 28, '1101': 105, '1000': 12, '0110': 34, '0001': 29, '1111': 111, '1010': 8}","{'H_AFM': np.float64(0.86328125), 'H_FM': np.float64(-0.77734375), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,27,"{'1110': 6, '1111': 15, '0100': 343, '0111': 103, '0011': 45, '1011': 44, '1100': 34, '0110': 6, '1000': 105, '0101': 40, '1001': 12, '0001': 101, '1101': 25, '0000': 118, '0010': 25, '1010': 2}","{'H_AFM': np.float64(0.451171875), 'H_FM': np.float64(-0.142578125), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,28,"{'0010': 4, '1110': 10, '0001': 108, '1111': 96, '0011': 30, '0111': 56, '1011': 16, '1001': 28, '0101': 12, '1100': 42, '0000': 129, '0100': 99, '1010': 6, '1101': 30, '1000': 326, '0110': 32}","{'H_AFM': np.float64(0.140625), 'H_FM': np.float64(-0.71484375), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,29,"{'1010': 8, '1100': 22, '1011': 6, '1101': 8, '0100': 119, '0000': 137, '0010': 43, '1110': 81, '0110': 340, '1000': 36, '0101': 34, '1001': 18, '0111': 88, '0011': 11, '0001': 43, '1111': 30}","{'H_AFM': np.float64(-0.140625), 'H_FM': np.float64(0.640625), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,30,"{'0001': 3, '0100': 39, '0110': 9, '1000': 311, '1100': 15, '0111': 55, '0011': 126, '1011': 43, '0000': 124, '0010': 21, '1001': 9, '0101': 81, '1110': 32, '1101': 46, '1111': 97, '1010': 13}","{'H_AFM': np.float64(0.02734375), 'H_FM': np.float64(-0.94921875), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,31,"{'1100': 35, '0100': 339, '1111': 98, '0001': 39, '1001': 2, '0101': 109, '1110': 25, '1101': 8, '1011': 36, '0011': 40, '0111': 94, '0000': 130, '0010': 14, '0110': 29, '1000': 11, '1010': 15}","{'H_AFM': np.float64(0.353515625), 'H_FM': np.float64(-0.224609375), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,32,"{'0010': 3, '1011': 7, '0100': 9, '1111': 105, '0001': 35, '1110': 33, '0011': 19, '0111': 92, '1101': 27, '0000': 150, '0110': 338, '1000': 11, '0101': 33, '1001': 26, '1100': 100, '1010': 36}","{'H_AFM': np.float64(-0.0078125), 'H_FM': np.float64(0.22265625), 'H_TF': np.float64(0.0)}",False,1.0,0.6024955834975404
random_control,33,"{'1111': 7, '1010': 14, '1011': 23, '0111': 33, '0011': 101, '0100': 343, '1100': 8, '0101': 13, '1001': 110, '1101': 34, '1000': 5, '0110': 95, '1110': 31, '0000': 123, '0010': 50, '0001': 34}","{'H_AFM': np.float64(0.46875), 'H_FM': np.float64(0.44140625), 'H_TF': np.float64(0.0)}",False,1.0,0.6024955834975404
random_control,34,"{'1100': 7, '1110': 3, '0000': 138, '0010': 39, '1101': 37, '1011': 112, '0011': 4, '0111': 109, '1010': 33, '0001': 41, '1111': 13, '0100': 83, '0110': 346, '1000': 7, '1001': 27, '0101': 25}","{'H_AFM': np.float64(-0.30859375), 'H_FM': np.float64(0.7421875), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,35,"{'0010': 15, '0100': 327, '1001': 5, '0101': 94, '1110': 28, '1011': 41, '0011': 41, '0111': 78, '0001': 50, '1111': 109, '0000': 124, '1000': 16, '0110': 38, '1101': 7, '1010': 8, '1100': 43}","{'H_AFM': np.float64(0.455078125), 'H_FM': np.float64(-0.216796875), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,36,"{'1011': 10, '1010': 53, '0110': 9, '1000': 307, '1100': 42, '0100': 131, '0001': 26, '1111': 14, '0000': 130, '0010': 100, '1101': 98, '0111': 23, '1110': 31, '1001': 11, '0101': 39}","{'H_AFM': np.float64(-0.34765625), 'H_FM': np.float64(-0.63671875), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,37,"{'1010': 14, '1111': 113, '0001': 37, '0100': 338, '0010': 34, '0000': 110, '1011': 48, '0111': 33, '0011': 108, '1110': 36, '1101': 3, '1000': 17, '0110': 15, '1100': 9, '0101': 100, '1001': 9}","{'H_AFM': np.float64(0.56640625), 'H_FM': np.float64(-0.22265625), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,38,"{'0001': 2, '1100': 9, '1011': 8, '0111': 116, '0011': 12, '1101': 308, '1111': 115, '0110': 27, '1000': 6, '0100': 99, '0000': 120, '0010': 49, '1001': 34, '0101': 35, '1110': 33, '1010': 51}","{'H_AFM': np.float64(-0.349609375), 'H_FM': np.float64(-0.775390625), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,39,"{'0010': 11, '1101': 27, '0001': 52, '1111': 34, '1011': 14, '0011': 4, '0111': 108, '0100': 32, '0000': 130, '1110': 106, '0110': 308, '1000': 41, '1100': 97, '0101': 12, '1001': 10, '1010': 38}","{'H_AFM': np.float64(0.015625), 'H_FM': np.float64(0.41796875), 'H_TF': np.float64(0.0)}",False,1.0,0.6024955834975404
random_control,40,"{'1011': 26, '1110': 13, '1111': 88, '0001': 101, '1100': 346, '0110': 7, '1000': 106, '0000': 141, '0010': 27, '1001': 9, '0101': 37, '0111': 8, '0011': 30, '1010': 1, '0100': 45, '1101': 39}","{'H_AFM': np.float64(1.203125), 'H_FM': np.float64(-0.94921875), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,41,"{'0001': 11, '1011': 9, '1101': 38, '1100': 29, '0010': 41, '0000': 137, '1001': 5, '0101': 95, '1110': 113, '0011': 32, '0111': 26, '1111': 12, '0100': 13, '1000': 309, '0110': 53, '1010': 101}","{'H_AFM': np.float64(-0.568359375), 'H_FM': np.float64(-0.396484375), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,42,"{'0100': 6, '0010': 7, '1011': 10, '1101': 34, '1100': 42, '0110': 301, '1000': 28, '0000': 134, '1111': 94, '0001': 19, '1110': 128, '1001': 49, '0101': 91, '0011': 31, '0111': 38, '1010': 12}","{'H_AFM': np.float64(-0.15234375), 'H_FM': np.float64(0.44140625), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,43,"{'1101': 1, '1110': 42, '0110': 328, '1000': 100, '1100': 9, '1010': 35, '1001': 37, '0101': 32, '0001': 39, '1111': 13, '0011': 11, '0111': 107, '1011': 7, '0000': 131, '0010': 46, '0100': 86}","{'H_AFM': np.float64(-0.431640625), 'H_FM': np.float64(0.615234375), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,44,"{'1111': 9, '1011': 10, '0000': 109, '0010': 38, '0111': 114, '0011': 15, '0100': 102, '1110': 32, '1001': 2, '0101': 31, '1101': 31, '1010': 33, '1100': 115, '0110': 350, '1000': 8, '0001': 25}","{'H_AFM': np.float64(-0.056640625), 'H_FM': np.float64(0.599609375), 'H_TF': np.float64(0.0)}",False,1.0,0.6024955834975404
random_control,45,"{'1100': 2, '0100': 9, '1000': 37, '0110': 105, '1101': 346, '0010': 96, '0000': 129, '1110': 32, '1010': 34, '1011': 46, '0011': 14, '0111': 8, '1111': 33, '0001': 11, '0101': 90, '1001': 32}","{'H_AFM': np.float64(-0.671875), 'H_FM': np.float64(-0.34765625), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,46,"{'1110': 10, '1001': 3, '0101': 116, '0111': 331, '0011': 42, '1011': 7, '0000': 115, '0010': 49, '0100': 91, '1111': 99, '0001': 15, '1010': 19, '1100': 35, '0110': 26, '1000': 32, '1101': 34}","{'H_AFM': np.float64(-0.3046875), 'H_FM': np.float64(-0.80078125), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,47,"{'0010': 1, '1100': 31, '0001': 15, '1101': 36, '1110': 129, '0101': 7, '1001': 36, '0110': 28, '1000': 46, '0111': 308, '0011': 35, '1011': 14, '0000': 116, '1010': 12, '1111': 103, '0100': 107}","{'H_AFM': np.float64(0.166015625), 'H_FM': np.float64(-0.623046875), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,48,"{'1011': 4, '1100': 12, '0000': 141, '0010': 8, '0001': 29, '1111': 39, '1000': 15, '0110': 100, '1101': 29, '0111': 46, '0011': 29, '1110': 104, '1010': 87, '0101': 17, '1001': 347, '0100': 17}","{'H_AFM': np.float64(-0.390625), 'H_FM': np.float64(0.8984375), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,49,"{'1011': 3, '1110': 29, '1101': 33, '0001': 33, '1111': 6, '1010': 106, '0010': 327, '0000': 140, '1100': 12, '0110': 106, '1000': 41, '1001': 7, '0101': 90, '0100': 35, '0011': 21, '0111': 35}","{'H_AFM': np.float64(-0.7734375), 'H_FM': np.float64(-0.265625), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,50,"{'1110': 3, '0110': 8, '1000': 322, '0101': 30, '1001': 105, '1100': 32, '1010': 32, '0100': 93, '0000': 131, '0010': 14, '1011': 106, '0111': 39, '0011': 41, '0001': 48, '1111': 12, '1101': 8}","{'H_AFM': np.float64(-0.068359375), 'H_FM': np.float64(-0.228515625), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,51,"{'0010': 3, '1101': 7, '1010': 28, '1110': 105, '1111': 320, '0001': 41, '1100': 31, '0101': 104, '1001': 39, '1000': 12, '0110': 106, '0100': 30, '0000': 142, '1011': 15, '0111': 31, '0011': 10}","{'H_AFM': np.float64(0.177734375), 'H_FM': np.float64(-0.705078125), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,52,"{'0100': 6, '1011': 8, '1110': 10, '0000': 120, '0010': 36, '1101': 15, '0110': 17, '1000': 94, '1100': 28, '0101': 116, '1001': 38, '0111': 26, '0011': 98, '1010': 341, '0001': 32, '1111': 39}","{'H_AFM': np.float64(-0.98046875), 'H_FM': np.float64(-0.09375), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,53,"{'1101': 44, '1111': 36, '1100': 14, '0110': 25, '1000': 27, '0100': 348, '1011': 91, '0111': 12, '0011': 7, '0010': 9, '0000': 126, '1001': 98, '0101': 99, '1110': 12, '0001': 49, '1010': 27}","{'H_AFM': np.float64(0.12890625), 'H_FM': np.float64(0.38671875), 'H_TF': np.float64(0.0)}",False,1.0,0.6024955834975404
random_control,54,"{'0010': 3, '0001': 36, '0000': 143, '1100': 34, '1110': 115, '1001': 10, '0101': 28, '1111': 28, '1000': 47, '0110': 320, '1101': 82, '0011': 8, '0111': 107, '1011': 45, '1010': 12, '0100': 6}","{'H_AFM': np.float64(-0.185546875), 'H_FM': np.float64(0.427734375), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,55,"{'1101': 9, '1100': 296, '0100': 114, '0011': 11, '0111': 86, '1011': 49, '1001': 9, '0101': 44, '1110': 110, '0010': 51, '0000': 128, '1000': 42, '0110': 37, '1111': 23, '0001': 7, '1010': 8}","{'H_AFM': np.float64(0.939453125), 'H_FM': np.float64(-0.466796875), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,56,"{'1101': 107, '0010': 35, '0000': 118, '0100': 104, '1001': 14, '0101': 37, '1110': 95, '0110': 327, '1000': 48, '1100': 37, '0011': 11, '0111': 9, '1011': 38, '1111': 26, '1010': 18}","{'H_AFM': np.float64(-0.17578125), 'H_FM': np.float64(0.62109375), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,57,"{'0001': 15, '1101': 27, '0000': 121, '0010': 48, '1100': 317, '0110': 101, '1000': 13, '1010': 39, '1110': 103, '1001': 12, '0101': 29, '0011': 2, '0111': 105, '1011': 54, '0100': 24, '1111': 14}","{'H_AFM': np.float64(0.759765625), 'H_FM': np.float64(-0.306640625), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,58,"{'1011': 10, '0001': 3, '0100': 12, '1110': 38, '1101': 341, '0000': 134, '0010': 27, '1010': 39, '0111': 93, '0011': 109, '0101': 41, '1001': 31, '0110': 32, '1000': 99, '1100': 7, '1111': 8}","{'H_AFM': np.float64(-0.302734375), 'H_FM': np.float64(-0.751953125), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,59,"{'1011': 9, '0101': 8, '1001': 13, '1101': 5, '1110': 98, '0011': 31, '0111': 98, '0010': 117, '0000': 120, '0001': 25, '1111': 32, '0100': 49, '1100': 18, '0110': 329, '1000': 46, '1010': 26}","{'H_AFM': np.float64(-0.224609375), 'H_FM': np.float64(0.458984375), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,60,"{'1011': 10, '0000': 142, '0010': 15, '0001': 109, '1111': 33, '1101': 26, '0100': 323, '0011': 100, '0111': 38, '1010': 105, '1001': 12, '0101': 37, '1110': 37, '0110': 22, '1000': 10, '1100': 5}","{'H_AFM': np.float64(0.41015625), 'H_FM': np.float64(0.00390625), 'H_TF': np.float64(0.0)}",False,1.0,0.6024955834975404
random_control,61,"{'1011': 3, '1010': 8, '0011': 16, '0111': 315, '1110': 23, '0010': 47, '0000': 129, '0100': 32, '1101': 29, '1111': 89, '0001': 54, '0110': 102, '1000': 43, '0101': 109, '1001': 15, '1100': 10}","{'H_AFM': np.float64(-0.482421875), 'H_FM': np.float64(-0.521484375), 'H_TF': np.float64(0.0)}",True,1.0,0.6024955834975404
random_control,62,"{'1111': 36, '0001': 10, '0010': 24, '0000': 138, '1011': 338, '0011': 42, '0111': 39, '1100': 14, '0100': 109, '1101': 12, '1000': 95, '0110': 34, '1010': 24, '1110': 3, '1001': 96, '0101': 10}","{'H_AFM': np.float64(0.390625), 'H_FM': np.float64(0.1328125), 'H_TF': np.float64(0.0)}",False,1.0,0.6024955834975404
random_control,63,"{'1101': 11, '1110': 29, '0000': 110, '0010': 13, '1100': 343, '1010': 41, '1011': 97, '0111': 36, '0011': 32, '1001': 115, '0101': 38, '1000': 4, '0110': 99, '0100': 5, '0001': 39, '1111': 12}","{'H_AFM': np.float64(0.880859375), 'H_FM': np.float64(0.083984375), 'H_TF': np.float64(0.0)}",False,1.0,0.6024955834975404
