phase,trial,counts,energies,success,iteration,bias_strength
random_control,93,"{'1111': 19, '0100': 26, '1110': 45, '0011': 12, '0111': 52, '1011': 106, '0010': 99, '0000': 30, '0101': 212, '1001': 127, '1100': 35, '0001': 34, '1010': 54, '1000': 48, '0110': 93, '1101': 32}","{'H_AFM': np.float64(-0.828125), 'H_FM': np.float64(0.6953125), 'H_TF': np.float64(0.0)}",True,3.0,0.4463397061352413
random_control,94,"{'1011': 8, '0000': 15, '1111': 100, '0001': 59, '1010': 25, '1101': 219, '1100': 92, '0101': 25, '1001': 32, '0110': 71, '1000': 61, '0010': 59, '0100': 52, '1110': 44, '0011': 120, '0111': 42}","{'H_AFM': np.float64(0.2734375), 'H_FM': np.float64(-0.40625), 'H_TF': np.float64(0.0)}",True,3.0,0.4463397061352413
random_control,95,"{'1101': 32, '0001': 21, '1110': 58, '1100': 140, '0000': 31, '0010': 63, '1011': 206, '0111': 42, '0011': 19, '1001': 80, '0101': 78, '1010': 43, '1000': 92, '0110': 43, '0100': 20, '1111': 56}","{'H_AFM': np.float64(0.150390625), 'H_FM': np.float64(0.142578125), 'H_TF': np.float64(0.0)}",False,3.0,0.4463397061352413
random_control,96,"{'1011': 14, '0101': 18, '1001': 45, '1100': 97, '1000': 112, '0110': 204, '1101': 60, '0011': 82, '0111': 23, '0100': 108, '0010': 48, '0000': 24, '1110': 49, '1010': 72, '0001': 40, '1111': 28}","{'H_AFM': np.float64(0.037109375), 'H_FM': np.float64(0.458984375), 'H_TF': np.float64(0.0)}",False,3.0,0.4463397061352413
random_control,97,"{'0000': 23, '1111': 12, '0010': 62, '1011': 17, '0111': 21, '0011': 38, '1110': 42, '1101': 142, '0101': 56, '1001': 185, '0110': 94, '1000': 53, '1100': 98, '0001': 103, '0100': 48, '1010': 30}","{'H_AFM': np.float64(-0.158203125), 'H_FM': np.float64(0.599609375), 'H_TF': np.float64(0.0)}",True,3.0,0.4463397061352413
random_control,98,"{'1101': 17, '0100': 30, '1100': 34, '1010': 43, '1110': 203, '1001': 71, '0101': 53, '1011': 24, '0111': 88, '0011': 87, '0001': 62, '1111': 83, '0000': 30, '0010': 33, '1000': 133, '0110': 33}","{'H_AFM': np.float64(0.12890625), 'H_FM': np.float64(-0.00390625), 'H_TF': np.float64(0.0)}",False,3.0,0.4463397061352413
random_control,99,"{'1111': 10, '0010': 9, '0100': 24, '0000': 29, '0011': 203, '0111': 42, '1011': 87, '1110': 136, '1100': 55, '0101': 103, '1001': 36, '1010': 31, '1000': 67, '0110': 62, '1101': 38, '0001': 92}","{'H_AFM': np.float64(0.484375), 'H_FM': np.float64(0.23046875), 'H_TF': np.float64(0.0)}",False,3.0,0.4463397061352413
random_control,0,"{'1010': 15, '0000': 34, '1110': 32, '1101': 129, '1000': 31, '0110': 54, '0101': 126, '1001': 75, '1100': 55, '0010': 34, '0001': 65, '1111': 86, '0100': 58, '1011': 69, '0011': 65, '0111': 96}","{'H_AFM': np.float64(-0.134765625), 'H_FM': np.float64(-0.017578125), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,1,"{'0111': 40, '0011': 29, '1011': 77, '1110': 141, '0100': 52, '1111': 108, '0001': 40, '0010': 35, '0000': 37, '0110': 31, '1000': 56, '1100': 108, '0101': 63, '1001': 61, '1101': 82, '1010': 64}","{'H_AFM': np.float64(0.17578125), 'H_FM': np.float64(-0.0703125), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,2,"{'1110': 25, '0100': 32, '1100': 37, '0110': 38, '1000': 30, '0010': 51, '0000': 34, '1011': 103, '0011': 111, '0111': 54, '1010': 70, '1001': 62, '0101': 139, '1111': 75, '0001': 45, '1101': 118}","{'H_AFM': np.float64(-0.216796875), 'H_FM': np.float64(-0.013671875), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,3,"{'1111': 27, '0010': 48, '1100': 28, '1001': 119, '0101': 121, '1110': 58, '1101': 79, '1000': 53, '0110': 113, '1010': 80, '0100': 72, '1011': 49, '0111': 45, '0011': 25, '0000': 48, '0001': 59}","{'H_AFM': np.float64(-0.57421875), 'H_FM': np.float64(0.6171875), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,4,"{'1011': 20, '1101': 40, '1010': 52, '0011': 48, '0111': 115, '0100': 67, '1110': 34, '0000': 40, '0010': 120, '1100': 84, '0101': 28, '1001': 120, '0110': 52, '1000': 55, '1111': 57, '0001': 92}","{'H_AFM': np.float64(-0.03515625), 'H_FM': np.float64(0.0546875), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,5,"{'0010': 102, '0100': 77, '1010': 79, '0001': 58, '1111': 57, '1110': 37, '0000': 36, '1100': 117, '0101': 94, '1001': 22, '0110': 53, '1000': 34, '1011': 115, '0111': 27, '0011': 53, '1101': 63}","{'H_AFM': np.float64(0.068359375), 'H_FM': np.float64(0.009765625), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,6,"{'1100': 55, '0100': 31, '1111': 52, '1011': 43, '0111': 62, '0011': 31, '1101': 99, '0000': 35, '0010': 78, '1110': 130, '0001': 65, '1010': 52, '0101': 108, '1001': 63, '0110': 97, '1000': 23}","{'H_AFM': np.float64(-0.28125), 'H_FM': np.float64(0.29296875), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,7,"{'1110': 18, '0110': 22, '1000': 24, '1011': 39, '0011': 64, '0111': 126, '0100': 70, '1100': 44, '1001': 116, '0101': 53, '1101': 59, '1010': 85, '0010': 49, '0000': 48, '0001': 102, '1111': 105}","{'H_AFM': np.float64(-0.1015625), 'H_FM': np.float64(-0.04296875), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,8,"{'1110': 21, '1111': 54, '1100': 130, '1000': 59, '0110': 46, '1101': 59, '0111': 29, '0011': 50, '1011': 95, '0001': 88, '1001': 36, '0101': 132, '0010': 87, '0000': 44, '0100': 51, '1010': 43}","{'H_AFM': np.float64(0.05078125), 'H_FM': np.float64(-0.03125), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,9,"{'1011': 16, '0100': 132, '1101': 44, '1000': 24, '0110': 55, '1100': 98, '0011': 32, '0111': 104, '1010': 76, '0000': 29, '0010': 75, '1110': 63, '1001': 56, '0101': 49, '1111': 115, '0001': 56}","{'H_AFM': np.float64(0.06640625), 'H_FM': np.float64(-0.08203125), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,10,"{'0010': 43, '1011': 28, '1110': 60, '0001': 109, '1111': 62, '1101': 108, '0000': 43, '0110': 148, '1000': 69, '1100': 26, '1010': 95, '1001': 49, '0101': 43, '0111': 27, '0011': 57, '0100': 57}","{'H_AFM': np.float64(-0.244140625), 'H_FM': np.float64(0.330078125), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,11,"{'1110': 30, '0000': 34, '1011': 31, '0011': 120, '0111': 53, '1000': 93, '0110': 99, '1101': 123, '0101': 37, '1001': 77, '1100': 61, '0010': 53, '0001': 46, '1111': 58, '1010': 51, '0100': 58}","{'H_AFM': np.float64(0.037109375), 'H_FM': np.float64(0.001953125), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,12,"{'1011': 25, '0000': 43, '0111': 46, '0011': 119, '1110': 23, '0100': 51, '0010': 51, '1100': 58, '0101': 34, '1001': 51, '1101': 101, '1000': 102, '0110': 117, '1010': 70, '1111': 69, '0001': 64}","{'H_AFM': np.float64(0.025390625), 'H_FM': np.float64(-0.041015625), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,13,"{'0000': 35, '1011': 97, '0111': 89, '0011': 62, '0100': 57, '1111': 88, '0001': 53, '1100': 49, '0110': 54, '1000': 23, '1101': 133, '1001': 66, '0101': 105, '1110': 56, '0010': 24, '1010': 33}","{'H_AFM': np.float64(-0.08203125), 'H_FM': np.float64(0.01171875), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,14,"{'0000': 50, '0001': 59, '1000': 80, '0110': 132, '1101': 23, '1110': 29, '1011': 102, '0111': 59, '0011': 26, '1111': 57, '1100': 66, '0101': 120, '1001': 46, '0010': 57, '0100': 56, '1010': 62}","{'H_AFM': np.float64(-0.306640625), 'H_FM': np.float64(0.322265625), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,15,"{'1011': 32, '1001': 61, '0101': 56, '1110': 57, '0001': 61, '1111': 88, '0010': 48, '0000': 41, '0111': 101, '0011': 36, '1100': 113, '0110': 55, '1000': 31, '1010': 41, '1101': 75, '0100': 128}","{'H_AFM': np.float64(0.1875), 'H_FM': np.float64(-0.06640625), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,16,"{'1111': 32, '0000': 29, '1011': 79, '0011': 95, '0111': 55, '0110': 65, '1000': 44, '1100': 143, '0100': 60, '1010': 46, '0001': 124, '1001': 55, '0101': 40, '1110': 100, '1101': 29, '0010': 28}","{'H_AFM': np.float64(0.58984375), 'H_FM': np.float64(0.2265625), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,17,"{'0000': 32, '1011': 21, '1110': 50, '0101': 42, '1001': 76, '1100': 78, '0111': 139, '0011': 33, '1111': 111, '0001': 77, '0010': 67, '0100': 113, '1010': 57, '1000': 22, '0110': 71, '1101': 35}","{'H_AFM': np.float64(0.029296875), 'H_FM': np.float64(-0.001953125), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,18,"{'0100': 30, '1101': 53, '0001': 36, '1100': 123, '1011': 122, '0011': 34, '0111': 20, '1111': 141, '0010': 58, '0000': 38, '1001': 58, '0101': 56, '1110': 50, '1010': 57, '1000': 82, '0110': 66}","{'H_AFM': np.float64(0.20703125), 'H_FM': np.float64(-0.1796875), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,19,"{'0010': 53, '1111': 29, '0001': 82, '1011': 42, '0111': 39, '0011': 21, '1101': 76, '0000': 39, '1110': 59, '0101': 119, '1001': 130, '1100': 39, '0110': 101, '1000': 60, '1010': 83, '0100': 52}","{'H_AFM': np.float64(-0.568359375), 'H_FM': np.float64(0.623046875), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,20,"{'1010': 28, '1100': 59, '1110': 34, '0101': 130, '1001': 56, '0000': 37, '0010': 94, '1111': 114, '0001': 61, '0111': 26, '0011': 53, '1011': 74, '1000': 106, '0110': 61, '1101': 35, '0100': 56}","{'H_AFM': np.float64(-0.13671875), 'H_FM': np.float64(-0.08984375), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,21,"{'1101': 25, '0000': 45, '0111': 136, '0011': 56, '1011': 46, '1111': 30, '0001': 75, '1001': 50, '0101': 102, '1110': 69, '1010': 89, '0110': 50, '1000': 104, '1100': 61, '0100': 50, '0010': 36}","{'H_AFM': np.float64(-0.30078125), 'H_FM': np.float64(0.0859375), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,22,"{'1101': 25, '1010': 73, '1111': 52, '0001': 87, '1110': 58, '0100': 20, '1100': 111, '0101': 108, '1001': 29, '0111': 77, '0011': 58, '1011': 61, '0010': 64, '0000': 44, '1000': 114, '0110': 43}","{'H_AFM': np.float64(-0.064453125), 'H_FM': np.float64(-0.111328125), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,23,"{'0111': 20, '0011': 29, '1011': 50, '0000': 35, '0010': 82, '1101': 76, '1010': 146, '0101': 50, '1001': 85, '1100': 56, '0110': 60, '1000': 58, '0001': 71, '1111': 42, '0100': 28, '1110': 136}","{'H_AFM': np.float64(-0.34375), 'H_FM': np.float64(0.35546875), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,24,"{'1111': 46, '1110': 21, '1010': 94, '0001': 69, '1100': 131, '0010': 105, '0000': 40, '1001': 67, '0101': 44, '0100': 143, '0111': 68, '0011': 51, '1011': 42, '1101': 49, '1000': 31, '0110': 23}","{'H_AFM': np.float64(0.146484375), 'H_FM': np.float64(-0.009765625), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,25,"{'1110': 49, '0100': 56, '1111': 76, '0001': 110, '1011': 144, '0111': 71, '0011': 116, '1101': 52, '0110': 43, '1000': 20, '1100': 32, '1010': 29, '1001': 85, '0101': 84, '0010': 27, '0000': 30}","{'H_AFM': np.float64(0.265625), 'H_FM': np.float64(0.21484375), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,26,"{'1111': 14, '1011': 70, '1010': 38, '0010': 49, '0000': 39, '1110': 107, '0101': 55, '1001': 91, '1100': 40, '0011': 82, '0111': 35, '0100': 52, '0001': 122, '1101': 44, '1000': 38, '0110': 148}","{'H_AFM': np.float64(0.083984375), 'H_FM': np.float64(0.697265625), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,27,"{'1101': 30, '0010': 75, '0000': 39, '0100': 57, '0001': 66, '1111': 33, '1011': 129, '0111': 58, '0011': 103, '1110': 109, '0101': 23, '1001': 73, '1100': 52, '1010': 63, '1000': 30, '0110': 84}","{'H_AFM': np.float64(0.283203125), 'H_FM': np.float64(0.345703125), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,28,"{'1011': 23, '1110': 29, '1100': 108, '0010': 143, '0000': 32, '0100': 52, '0011': 49, '0111': 111, '1111': 53, '0001': 41, '1000': 90, '0110': 59, '1101': 78, '1010': 54, '1001': 76, '0101': 26}","{'H_AFM': np.float64(-0.09375), 'H_FM': np.float64(-0.19921875), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,29,"{'1011': 39, '1111': 47, '0010': 45, '0000': 39, '0111': 47, '0011': 85, '1101': 153, '1110': 65, '0001': 97, '0100': 116, '0110': 55, '1000': 79, '1100': 24, '0101': 37, '1001': 26, '1010': 70}","{'H_AFM': np.float64(0.00390625), 'H_FM': np.float64(-0.0234375), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,30,"{'0000': 31, '1100': 62, '0001': 83, '1111': 38, '0011': 22, '0111': 117, '1011': 50, '0010': 64, '1001': 31, '0101': 72, '1110': 74, '1000': 53, '0110': 48, '1101': 114, '1010': 19, '0100': 146}","{'H_AFM': np.float64(-0.025390625), 'H_FM': np.float64(0.041015625), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,31,"{'1100': 32, '0100': 53, '1101': 60, '1111': 39, '0001': 51, '1110': 143, '1010': 82, '0110': 77, '1000': 60, '0101': 91, '1001': 112, '1011': 28, '0011': 43, '0111': 25, '0010': 104, '0000': 24}","{'H_AFM': np.float64(-0.384765625), 'H_FM': np.float64(0.490234375), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,32,"{'1100': 47, '0010': 17, '1101': 82, '1010': 30, '1110': 51, '0001': 72, '1111': 124, '0011': 67, '0111': 102, '1011': 87, '0100': 59, '0000': 43, '0101': 117, '1001': 46, '0110': 47, '1000': 33}","{'H_AFM': np.float64(0.009765625), 'H_FM': np.float64(-0.150390625), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,33,"{'1110': 22, '1010': 29, '1100': 102, '0101': 63, '1001': 72, '0000': 41, '0010': 93, '1011': 48, '0111': 57, '0011': 50, '1101': 82, '1000': 131, '0110': 90, '0001': 58, '1111': 51, '0100': 35}","{'H_AFM': np.float64(-0.087890625), 'H_FM': np.float64(-0.048828125), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,34,"{'1010': 30, '0001': 116, '1111': 81, '1110': 53, '1011': 137, '0011': 63, '0111': 88, '0000': 42, '0010': 40, '1101': 73, '1100': 27, '0110': 25, '1000': 46, '0101': 70, '1001': 62, '0100': 71}","{'H_AFM': np.float64(0.1328125), 'H_FM': np.float64(0.03125), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,35,"{'1101': 44, '0101': 26, '1001': 127, '1100': 146, '1110': 117, '0000': 45, '0010': 23, '0001': 55, '1111': 50, '1000': 35, '0110': 64, '1010': 65, '0111': 26, '0011': 77, '1011': 80, '0100': 44}","{'H_AFM': np.float64(0.45703125), 'H_FM': np.float64(0.31640625), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,36,"{'1010': 46, '0001': 52, '0100': 98, '1110': 67, '1011': 128, '0111': 120, '0011': 40, '1101': 53, '0110': 38, '1000': 93, '1100': 37, '0101': 56, '1001': 62, '0010': 74, '0000': 40, '1111': 20}","{'H_AFM': np.float64(-0.107421875), 'H_FM': np.float64(0.146484375), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,37,"{'0001': 49, '1111': 35, '1101': 81, '1011': 44, '0111': 35, '0011': 42, '1100': 63, '0110': 69, '1000': 31, '1010': 130, '1001': 63, '0101': 93, '1110': 76, '0000': 38, '0010': 118, '0100': 57}","{'H_AFM': np.float64(-0.44140625), 'H_FM': np.float64(0.25), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,38,"{'1100': 82, '0011': 52, '0111': 46, '0100': 108, '1111': 51, '0001': 69, '1101': 57, '1110': 124, '0101': 72, '1001': 65, '0110': 105, '1000': 37, '1010': 29, '0010': 25, '0000': 30, '1011': 72}","{'H_AFM': np.float64(0.212890625), 'H_FM': np.float64(0.431640625), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,39,"{'0000': 32, '1010': 35, '1111': 61, '1101': 91, '0011': 70, '0111': 74, '1011': 110, '1110': 27, '0100': 43, '1100': 35, '0101': 138, '1001': 105, '0110': 45, '1000': 61, '0010': 24, '0001': 73}","{'H_AFM': np.float64(-0.251953125), 'H_FM': np.float64(0.236328125), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,40,"{'0100': 22, '1111': 33, '1010': 41, '1100': 84, '0000': 48, '0010': 55, '1000': 101, '0110': 52, '1101': 49, '0001': 75, '1011': 37, '0111': 137, '0011': 101, '1001': 43, '0101': 71, '1110': 75}","{'H_AFM': np.float64(0.0703125), 'H_FM': np.float64(-0.16015625), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,41,"{'1111': 25, '0000': 37, '1001': 35, '0101': 117, '1110': 68, '1011': 34, '0111': 145, '0011': 68, '1010': 99, '0010': 34, '0100': 68, '1100': 50, '1000': 87, '0110': 58, '1101': 30, '0001': 69}","{'H_AFM': np.float64(-0.373046875), 'H_FM': np.float64(0.130859375), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,42,"{'0010': 64, '0001': 49, '1111': 57, '1011': 146, '0011': 93, '0111': 74, '1110': 44, '0110': 20, '1000': 28, '0101': 108, '1001': 67, '1100': 69, '1010': 30, '1101': 96, '0100': 51, '0000': 28}","{'H_AFM': np.float64(0.095703125), 'H_FM': np.float64(0.009765625), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,43,"{'1110': 30, '0010': 27, '1101': 99, '1000': 78, '0110': 76, '1011': 55, '0011': 108, '0111': 75, '0100': 63, '1100': 33, '1111': 121, '0001': 98, '1010': 49, '0000': 34, '1001': 35, '0101': 43}","{'H_AFM': np.float64(0.154296875), 'H_FM': np.float64(-0.208984375), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,44,"{'0100': 31, '0001': 67, '0000': 42, '1011': 128, '0111': 42, '0011': 53, '1100': 67, '1110': 64, '1001': 80, '0101': 51, '1000': 51, '0110': 24, '1101': 86, '1111': 136, '1010': 72, '0010': 30}","{'H_AFM': np.float64(0.142578125), 'H_FM': np.float64(-0.134765625), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,45,"{'0100': 55, '1010': 41, '1111': 111, '0001': 82, '0010': 28, '0000': 37, '1101': 83, '1000': 22, '0110': 54, '1011': 69, '0111': 104, '0011': 55, '1110': 45, '1100': 54, '0101': 131, '1001': 53}","{'H_AFM': np.float64(-0.130859375), 'H_FM': np.float64(-0.044921875), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,46,"{'0000': 32, '1110': 38, '1101': 122, '0111': 63, '0011': 134, '1011': 53, '0110': 64, '1000': 52, '0101': 76, '1001': 54, '1100': 19, '0001': 103, '1111': 89, '0100': 56, '0010': 29, '1010': 40}","{'H_AFM': np.float64(0.095703125), 'H_FM': np.float64(-0.060546875), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,47,"{'0110': 46, '1000': 37, '0000': 38, '0010': 32, '1011': 68, '0011': 54, '0111': 114, '0100': 46, '0001': 63, '1111': 119, '1110': 63, '1010': 23, '1100': 48, '0101': 93, '1001': 83, '1101': 97}","{'H_AFM': np.float64(-0.052734375), 'H_FM': np.float64(-0.107421875), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,48,"{'1111': 24, '0000': 35, '1011': 96, '1100': 75, '0100': 135, '0001': 75, '0011': 67, '0111': 48, '1001': 113, '0101': 52, '1110': 50, '0010': 38, '1101': 25, '1000': 45, '0110': 99, '1010': 47}","{'H_AFM': np.float64(0.171875), 'H_FM': np.float64(0.6015625), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,49,"{'0010': 30, '0000': 33, '1111': 48, '0001': 67, '1011': 23, '0111': 98, '0011': 83, '1001': 23, '0101': 107, '1110': 125, '1100': 101, '1000': 63, '0110': 54, '1101': 56, '1010': 67, '0100': 46}","{'H_AFM': np.float64(0.046875), 'H_FM': np.float64(-0.0078125), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,50,"{'1101': 45, '0100': 68, '1011': 50, '0011': 75, '0111': 137, '0000': 33, '0010': 58, '1100': 45, '0110': 36, '1000': 30, '1110': 19, '1001': 72, '0101': 82, '0001': 108, '1111': 116, '1010': 50}","{'H_AFM': np.float64(-0.01953125), 'H_FM': np.float64(-0.1328125), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,51,"{'0000': 29, '1010': 118, '1111': 30, '0001': 63, '1110': 70, '1101': 63, '1000': 40, '0110': 82, '1011': 57, '0111': 57, '0011': 32, '0010': 62, '0101': 115, '1001': 123, '1100': 19, '0100': 64}","{'H_AFM': np.float64(-0.64453125), 'H_FM': np.float64(0.63671875), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,52,"{'0010': 40, '1110': 29, '1100': 32, '0000': 30, '1111': 119, '0001': 100, '0011': 129, '0111': 70, '1011': 74, '1101': 92, '1000': 51, '0110': 54, '1010': 44, '0100': 56, '1001': 52, '0101': 52}","{'H_AFM': np.float64(0.23828125), 'H_FM': np.float64(-0.18359375), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,53,"{'0000': 34, '0001': 53, '1010': 99, '1110': 54, '0111': 74, '0011': 107, '1011': 61, '0010': 74, '1100': 117, '0110': 28, '1000': 61, '0101': 133, '1001': 25, '0100': 39, '1111': 29, '1101': 36}","{'H_AFM': np.float64(-0.05078125), 'H_FM': np.float64(-0.05859375), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,54,"{'0100': 32, '1111': 65, '0001': 49, '1110': 86, '0010': 59, '0000': 36, '0101': 39, '1001': 24, '1100': 56, '1101': 31, '1000': 71, '0110': 61, '0011': 116, '0111': 114, '1011': 86, '1010': 99}","{'H_AFM': np.float64(0.09375), 'H_FM': np.float64(-0.1015625), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,55,"{'1011': 56, '0010': 27, '1101': 99, '0110': 64, '1000': 47, '1100': 26, '0011': 100, '0111': 70, '0100': 52, '0000': 40, '0001': 113, '1111': 114, '1010': 47, '1001': 74, '0101': 61, '1110': 34}","{'H_AFM': np.float64(0.080078125), 'H_FM': np.float64(-0.052734375), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,56,"{'1010': 19, '0001': 55, '1000': 20, '0110': 48, '1101': 88, '1110': 59, '1111': 136, '0000': 46, '0010': 41, '0100': 68, '0101': 90, '1001': 45, '1100': 68, '1011': 43, '0111': 132, '0011': 66}","{'H_AFM': np.float64(0.10546875), 'H_FM': np.float64(-0.33984375), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,57,"{'1011': 25, '1101': 97, '0111': 56, '0011': 52, '1110': 59, '1010': 59, '0001': 90, '1111': 151, '0101': 44, '1001': 29, '1100': 41, '0100': 77, '0010': 33, '0000': 36, '1000': 71, '0110': 104}","{'H_AFM': np.float64(0.017578125), 'H_FM': np.float64(-0.154296875), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,58,"{'1110': 21, '1011': 138, '0111': 43, '0011': 102, '1100': 36, '0010': 66, '0000': 31, '0100': 42, '1111': 82, '0001': 59, '1000': 31, '0110': 29, '1101': 109, '1010': 63, '1001': 75, '0101': 97}","{'H_AFM': np.float64(-0.044921875), 'H_FM': np.float64(0.005859375), 'H_TF': np.float64(0.0)}",False,4.0,0.38416814526581844
random_control,59,"{'1110': 20, '1100': 27, '0000': 45, '1101': 71, '0110': 123, '1000': 113, '1010': 121, '1111': 57, '0001': 66, '1011': 80, '0011': 52, '0111': 54, '0010': 30, '0100': 79, '1001': 44, '0101': 42}","{'H_AFM': np.float64(-0.33203125), 'H_FM': np.float64(0.25), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,60,"{'1011': 42, '0000': 37, '0010': 106, '1101': 143, '0101': 86, '1001': 69, '0110': 48, '1000': 18, '1100': 43, '0001': 53, '1111': 23, '0111': 28, '0011': 71, '0100': 57, '1110': 82, '1010': 118}","{'H_AFM': np.float64(-0.37890625), 'H_FM': np.float64(0.1953125), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,61,"{'1100': 62, '1010': 59, '0111': 60, '0011': 44, '1011': 34, '0010': 81, '0000': 28, '1110': 130, '0001': 66, '1111': 41, '1000': 25, '0110': 76, '1101': 97, '0100': 41, '0101': 113, '1001': 67}","{'H_AFM': np.float64(-0.2578125), 'H_FM': np.float64(0.2890625), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,62,"{'1110': 26, '0011': 76, '0111': 70, '1010': 81, '1100': 119, '0000': 36, '0010': 118, '1011': 61, '1001': 35, '0101': 66, '0100': 124, '1000': 35, '0110': 29, '1101': 46, '1111': 58, '0001': 44}","{'H_AFM': np.float64(0.15625), 'H_FM': np.float64(-0.1484375), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,63,"{'0001': 49, '1010': 29, '1101': 30, '0110': 74, '1000': 134, '1100': 77, '1111': 94, '0000': 33, '0010': 112, '1001': 45, '0101': 109, '1110': 50, '0011': 44, '0111': 26, '1011': 68, '0100': 50}","{'H_AFM': np.float64(-0.125), 'H_FM': np.float64(-0.08984375), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
random_control,64,"{'1110': 15, '0110': 42, '1000': 61, '0001': 122, '1111': 110, '0000': 35, '0010': 24, '0111': 72, '0011': 75, '1011': 71, '1100': 26, '0101': 60, '1001': 62, '1101': 135, '1010': 61, '0100': 53}","{'H_AFM': np.float64(-0.048828125), 'H_FM': np.float64(-0.130859375), 'H_TF': np.float64(0.0)}",True,4.0,0.38416814526581844
