phase,trial,counts,energies,success,iteration,bias_strength
random_control,71,"{'1111': 58, '0010': 44, '1110': 56, '1010': 58, '1100': 72, '0110': 36, '1000': 62, '0101': 83, '1001': 65, '1011': 65, '0011': 37, '0111': 34, '0001': 90, '1101': 73, '0100': 89, '0000': 102}","{'H_AFM': np.float64(0.048828125), 'H_FM': np.float64(-0.056640625), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,72,"{'1100': 49, '1011': 47, '1111': 52, '0001': 46, '0010': 44, '0000': 108, '0100': 79, '1110': 87, '1010': 98, '1101': 60, '0111': 72, '0011': 79, '0101': 63, '1001': 59, '0110': 41, '1000': 40}","{'H_AFM': np.float64(0.00390625), 'H_FM': np.float64(-0.1015625), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,73,"{'1110': 88, '1100': 50, '1101': 42, '0001': 115, '1111': 91, '0100': 50, '0101': 34, '1001': 66, '0110': 65, '1000': 74, '0000': 87, '0010': 55, '0011': 57, '0111': 63, '1011': 41, '1010': 46}","{'H_AFM': np.float64(0.18359375), 'H_FM': np.float64(-0.10546875), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,74,"{'1011': 38, '1110': 84, '1001': 40, '0101': 52, '1010': 32, '1100': 68, '0011': 94, '0111': 46, '0001': 93, '1111': 64, '0010': 113, '0000': 93, '0100': 48, '1000': 38, '0110': 48, '1101': 73}","{'H_AFM': np.float64(0.2890625), 'H_FM': np.float64(-0.28515625), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,75,"{'1101': 34, '1100': 40, '1111': 38, '0010': 90, '0000': 86, '1110': 33, '0101': 62, '1001': 70, '1010': 74, '1000': 93, '0110': 54, '0001': 92, '0100': 38, '1011': 73, '0111': 48, '0011': 99}","{'H_AFM': np.float64(-0.01953125), 'H_FM': np.float64(-0.03125), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,76,"{'1010': 38, '0100': 87, '1111': 49, '0001': 93, '0010': 58, '0000': 99, '0111': 45, '0011': 60, '1011': 39, '0110': 45, '1000': 67, '1100': 78, '1001': 77, '0101': 83, '1110': 36, '1101': 70}","{'H_AFM': np.float64(0.08984375), 'H_FM': np.float64(-0.078125), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,77,"{'1100': 29, '1011': 63, '0010': 56, '0000': 89, '0011': 79, '0111': 71, '0100': 80, '1010': 88, '1101': 70, '1000': 38, '0110': 43, '0001': 53, '1111': 43, '1001': 69, '0101': 37, '1110': 116}","{'H_AFM': np.float64(0.044921875), 'H_FM': np.float64(0.033203125), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,78,"{'1111': 39, '1101': 41, '1110': 41, '0111': 52, '0011': 96, '1011': 65, '0001': 106, '0000': 74, '0010': 87, '0101': 51, '1001': 73, '0110': 69, '1000': 60, '1100': 53, '1010': 67, '0100': 50}","{'H_AFM': np.float64(0.083984375), 'H_FM': np.float64(0.076171875), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,79,"{'0001': 33, '1011': 48, '0010': 69, '0111': 78, '0011': 68, '0000': 84, '1110': 52, '0100': 49, '0101': 66, '1001': 46, '1100': 41, '1111': 80, '1101': 88, '1000': 74, '0110': 50, '1010': 98}","{'H_AFM': np.float64(-0.21875), 'H_FM': np.float64(-0.26953125), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,80,"{'0001': 51, '1011': 71, '1110': 44, '1100': 69, '1000': 66, '0110': 56, '1101': 34, '0100': 95, '1111': 72, '0011': 100, '0111': 72, '0010': 63, '0000': 86, '1001': 48, '0101': 47, '1010': 50}","{'H_AFM': np.float64(0.2890625), 'H_FM': np.float64(-0.203125), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,81,"{'1111': 51, '1010': 79, '1100': 77, '0101': 42, '1001': 43, '0010': 39, '0000': 107, '0100': 43, '1101': 71, '1000': 54, '0110': 82, '1011': 105, '0111': 84, '0011': 50, '0001': 66, '1110': 31}","{'H_AFM': np.float64(0.046875), 'H_FM': np.float64(-0.10546875), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,82,"{'0010': 43, '0000': 105, '1101': 43, '0111': 59, '0011': 64, '1011': 45, '1110': 82, '1010': 66, '0100': 27, '0001': 77, '1111': 90, '0101': 43, '1001': 89, '0110': 85, '1000': 60, '1100': 46}","{'H_AFM': np.float64(0.048828125), 'H_FM': np.float64(-0.037109375), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,83,"{'1010': 38, '1110': 75, '1001': 37, '0101': 70, '0000': 99, '0010': 42, '1100': 46, '0011': 86, '0111': 43, '1011': 73, '1000': 74, '0110': 89, '1101': 100, '1111': 60, '0001': 42, '0100': 50}","{'H_AFM': np.float64(0.083984375), 'H_FM': np.float64(-0.138671875), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,84,"{'1011': 47, '1101': 61, '1110': 40, '0100': 60, '0101': 80, '1001': 82, '1100': 73, '0110': 38, '1000': 106, '1010': 53, '0010': 51, '0000': 94, '0011': 50, '0111': 50, '0001': 90, '1111': 49}","{'H_AFM': np.float64(-0.037109375), 'H_FM': np.float64(-0.087890625), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,85,"{'0000': 105, '1011': 41, '1100': 57, '0100': 51, '1010': 62, '1110': 47, '1001': 57, '0101': 78, '0011': 40, '0111': 65, '0010': 65, '0001': 47, '1111': 90, '1101': 89, '1000': 98, '0110': 32}","{'H_AFM': np.float64(-0.150390625), 'H_FM': np.float64(-0.396484375), 'H_TF': np.float64(0.0)}",True,5.0,0.33065658691871025
random_control,86,"{'0001': 57, '0110': 54, '1000': 84, '1100': 111, '1110': 45, '1001': 47, '0101': 49, '1111': 70, '0111': 66, '0011': 64, '1011': 75, '0010': 37, '0000': 96, '0100': 90, '1010': 32, '1101': 47}","{'H_AFM': np.float64(0.37109375), 'H_FM': np.float64(-0.25), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,87,"{'0011': 31, '0111': 51, '1100': 64, '0110': 29, '1000': 77, '0100': 99, '1011': 50, '0000': 91, '0010': 48, '1101': 70, '1010': 53, '1110': 50, '1001': 78, '0101': 100, '1111': 43, '0001': 90}","{'H_AFM': np.float64(-0.1015625), 'H_FM': np.float64(0.01953125), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,88,"{'0001': 45, '1101': 30, '0100': 99, '1100': 66, '1010': 77, '1110': 83, '1001': 43, '0101': 56, '1111': 41, '1000': 83, '0110': 98, '1011': 39, '0011': 58, '0111': 41, '0000': 82, '0010': 83}","{'H_AFM': np.float64(-0.015625), 'H_FM': np.float64(0.08984375), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,89,"{'1101': 40, '1100': 74, '1000': 50, '0110': 45, '0011': 58, '0111': 71, '1011': 90, '1110': 65, '1001': 96, '0101': 67, '0100': 38, '1010': 60, '1111': 36, '0001': 47, '0010': 87, '0000': 100}","{'H_AFM': np.float64(0.001953125), 'H_FM': np.float64(0.001953125), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,90,"{'0010': 28, '1101': 97, '1111': 46, '0001': 66, '0110': 84, '1000': 52, '1100': 89, '1001': 50, '0101': 54, '1110': 51, '1011': 78, '0011': 52, '0111': 76, '1010': 71, '0000': 100, '0100': 30}","{'H_AFM': np.float64(0.03125), 'H_FM': np.float64(-0.078125), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,91,"{'1100': 34, '1111': 52, '1101': 47, '1011': 84, '0111': 60, '0011': 69, '1010': 106, '0001': 94, '0101': 55, '1001': 75, '0110': 29, '1000': 68, '1110': 55, '0000': 77, '0010': 80, '0100': 39}","{'H_AFM': np.float64(-0.12890625), 'H_FM': np.float64(0.0), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,92,"{'1101': 57, '0001': 65, '1111': 67, '1110': 82, '1001': 53, '0101': 70, '1010': 45, '1011': 67, '0111': 53, '0011': 58, '0100': 49, '1100': 46, '0000': 92, '0010': 46, '1000': 89, '0110': 85}","{'H_AFM': np.float64(0.005859375), 'H_FM': np.float64(-0.033203125), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,93,"{'0100': 49, '1110': 42, '0010': 91, '0000': 110, '1010': 67, '1101': 58, '1100': 47, '0110': 43, '1000': 80, '0011': 49, '0111': 86, '1011': 31, '0001': 48, '1111': 68, '1001': 64, '0101': 91}","{'H_AFM': np.float64(-0.25390625), 'H_FM': np.float64(-0.2890625), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,94,"{'1111': 62, '0100': 76, '1011': 46, '0011': 67, '0111': 72, '0001': 68, '0000': 89, '0010': 94, '1100': 51, '0101': 70, '1001': 45, '1010': 56, '1110': 45, '1000': 46, '0110': 80, '1101': 57}","{'H_AFM': np.float64(-0.03125), 'H_FM': np.float64(-0.1015625), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,95,"{'1111': 51, '1110': 107, '1001': 51, '0101': 74, '0000': 90, '0010': 46, '1011': 71, '0111': 57, '0011': 84, '1101': 53, '0100': 43, '1010': 44, '0110': 73, '1000': 94, '1100': 34, '0001': 52}","{'H_AFM': np.float64(0.0390625), 'H_FM': np.float64(-0.02734375), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,96,"{'0001': 46, '1011': 34, '0100': 81, '1100': 86, '1110': 88, '1001': 34, '0101': 45, '0010': 108, '0000': 93, '1000': 75, '0110': 75, '1101': 38, '1111': 59, '1010': 67, '0011': 49, '0111': 46}","{'H_AFM': np.float64(0.091796875), 'H_FM': np.float64(-0.166015625), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,97,"{'1011': 35, '1110': 66, '1001': 67, '0101': 43, '1000': 79, '0110': 73, '1101': 41, '1100': 87, '1010': 93, '0000': 100, '0010': 82, '0001': 39, '1111': 53, '0011': 45, '0111': 56, '0100': 65}","{'H_AFM': np.float64(-0.05078125), 'H_FM': np.float64(-0.0859375), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,98,"{'0111': 37, '0011': 54, '0010': 104, '1100': 63, '1101': 45, '1000': 94, '0110': 68, '1001': 47, '0101': 45, '1110': 65, '1111': 34, '0001': 55, '1010': 85, '0000': 97, '0100': 72, '1011': 59}","{'H_AFM': np.float64(-0.05078125), 'H_FM': np.float64(-0.0625), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,99,"{'0000': 80, '1100': 81, '1101': 48, '1110': 79, '1111': 40, '0001': 43, '1011': 50, '0011': 49, '0111': 54, '0010': 96, '0100': 87, '1010': 62, '0110': 99, '1000': 62, '0101': 55, '1001': 39}","{'H_AFM': np.float64(0.01953125), 'H_FM': np.float64(0.0390625), 'H_TF': np.float64(0.0)}",False,5.0,0.33065658691871025
random_control,0,"{'1010': 29, '1011': 32, '1110': 58, '1101': 81, '0010': 84, '0000': 43, '0001': 62, '1111': 62, '0110': 127, '1000': 32, '1100': 38, '0101': 92, '1001': 62, '0011': 42, '0111': 84, '0100': 96}","{'H_AFM': np.float64(-0.234375), 'H_FM': np.float64(0.25390625), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,1,"{'1111': 41, '0000': 61, '1101': 32, '0110': 48, '1000': 118, '1100': 65, '1001': 79, '0101': 38, '1110': 53, '0010': 86, '0100': 37, '0001': 85, '0011': 96, '0111': 62, '1011': 43, '1010': 80}","{'H_AFM': np.float64(0.0234375), 'H_FM': np.float64(-0.046875), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,2,"{'0100': 41, '0000': 72, '1110': 75, '1000': 64, '0110': 119, '1101': 94, '1100': 75, '0101': 84, '1001': 51, '0001': 29, '1111': 56, '1011': 58, '0011': 84, '0111': 51, '1010': 27, '0010': 44}","{'H_AFM': np.float64(0.05078125), 'H_FM': np.float64(0.02734375), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,3,"{'0000': 51, '1011': 53, '0100': 133, '0111': 111, '0011': 55, '1100': 41, '0110': 93, '1000': 35, '1110': 26, '1001': 61, '0101': 68, '1101': 39, '0001': 63, '1111': 53, '1010': 54, '0010': 88}","{'H_AFM': np.float64(-0.123046875), 'H_FM': np.float64(0.173828125), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,4,"{'1010': 36, '0100': 85, '1111': 31, '1101': 83, '1011': 46, '0111': 134, '0011': 84, '1100': 51, '0110': 71, '1000': 49, '0010': 100, '0000': 55, '1001': 50, '0101': 38, '1110': 44, '0001': 67}","{'H_AFM': np.float64(0.0234375), 'H_FM': np.float64(-0.078125), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,5,"{'1100': 25, '0010': 86, '1110': 35, '1001': 91, '0101': 92, '0111': 61, '0011': 69, '1011': 59, '1101': 45, '1000': 45, '0110': 97, '0100': 110, '0000': 60, '0001': 44, '1111': 60, '1010': 45}","{'H_AFM': np.float64(-0.181640625), 'H_FM': np.float64(0.251953125), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,6,"{'0010': 129, '0000': 55, '1100': 69, '0101': 25, '1001': 90, '0100': 62, '1010': 52, '1110': 32, '0111': 42, '0011': 36, '1011': 68, '1000': 61, '0110': 56, '1101': 71, '1111': 104, '0001': 72}","{'H_AFM': np.float64(0.02734375), 'H_FM': np.float64(-0.1328125), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,7,"{'1110': 33, '1011': 89, '1100': 55, '0010': 73, '0000': 62, '1101': 48, '1000': 59, '0110': 123, '1010': 61, '1111': 97, '0001': 45, '0100': 70, '1001': 75, '0101': 68, '0011': 30, '0111': 36}","{'H_AFM': np.float64(-0.146484375), 'H_FM': np.float64(0.177734375), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,8,"{'1010': 31, '0000': 59, '0010': 71, '1110': 101, '0001': 71, '1111': 83, '1011': 40, '0111': 42, '0011': 131, '1100': 48, '0101': 55, '1001': 85, '0110': 28, '1000': 39, '1101': 80, '0100': 60}","{'H_AFM': np.float64(0.33984375), 'H_FM': np.float64(-0.13671875), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,9,"{'1111': 30, '1101': 56, '1011': 77, '0111': 46, '0011': 141, '1110': 44, '1001': 37, '0101': 66, '0001': 66, '0010': 56, '0000': 71, '1100': 73, '0100': 88, '1000': 35, '0110': 98, '1010': 40}","{'H_AFM': np.float64(0.36328125), 'H_FM': np.float64(0.07421875), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,10,"{'0010': 31, '1110': 47, '0100': 83, '1010': 53, '1101': 83, '0111': 100, '0011': 81, '1011': 77, '1100': 46, '0101': 64, '1001': 112, '0110': 45, '1000': 52, '0000': 56, '0001': 43, '1111': 51}","{'H_AFM': np.float64(-0.03515625), 'H_FM': np.float64(0.12109375), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,11,"{'1010': 31, '1111': 79, '1100': 56, '0001': 104, '1101': 37, '0110': 100, '1000': 38, '1110': 49, '1001': 28, '0101': 125, '0010': 66, '0000': 57, '0011': 48, '0111': 60, '1011': 52, '0100': 94}","{'H_AFM': np.float64(-0.048828125), 'H_FM': np.float64(0.123046875), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,12,"{'0000': 61, '1011': 38, '0111': 78, '0011': 80, '0100': 143, '1110': 60, '1101': 50, '1000': 37, '0110': 84, '1100': 66, '0101': 83, '1001': 23, '1010': 55, '0010': 83, '0001': 43, '1111': 40}","{'H_AFM': np.float64(0.052734375), 'H_FM': np.float64(0.044921875), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,13,"{'1101': 23, '0011': 39, '0111': 35, '0000': 66, '0010': 56, '1110': 88, '1111': 61, '0001': 105, '1100': 70, '0101': 86, '1001': 52, '1010': 40, '1011': 122, '0100': 65, '1000': 45, '0110': 71}","{'H_AFM': np.float64(0.169921875), 'H_FM': np.float64(0.220703125), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,14,"{'1100': 44, '1101': 48, '0100': 56, '0000': 64, '0010': 72, '1011': 85, '0111': 39, '0011': 93, '1110': 39, '1001': 84, '0101': 81, '1010': 122, '1000': 60, '0110': 61, '1111': 34, '0001': 42}","{'H_AFM': np.float64(-0.236328125), 'H_FM': np.float64(0.205078125), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,15,"{'1111': 37, '1100': 27, '0010': 63, '1101': 73, '1110': 69, '0011': 76, '0111': 94, '1011': 43, '0100': 128, '1010': 47, '0000': 61, '0101': 42, '1001': 43, '0110': 61, '1000': 74, '0001': 86}","{'H_AFM': np.float64(0.056640625), 'H_FM': np.float64(0.025390625), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,16,"{'1100': 41, '1110': 104, '1001': 44, '0101': 126, '0001': 47, '1111': 75, '1101': 54, '0000': 53, '0010': 48, '1010': 37, '0111': 44, '0011': 68, '1011': 68, '0110': 81, '1000': 87, '0100': 47}","{'H_AFM': np.float64(-0.123046875), 'H_FM': np.float64(0.076171875), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,17,"{'1010': 122, '1110': 77, '1011': 91, '0011': 23, '0111': 50, '0100': 74, '0000': 64, '0010': 32, '1111': 88, '0001': 34, '0110': 36, '1000': 75, '1100': 52, '0101': 79, '1001': 55, '1101': 72}","{'H_AFM': np.float64(-0.263671875), 'H_FM': np.float64(-0.009765625), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,18,"{'1110': 54, '0010': 66, '0000': 53, '0100': 111, '0111': 71, '0011': 74, '1011': 44, '1000': 35, '0110': 96, '1101': 77, '1100': 60, '1111': 56, '0001': 42, '1001': 26, '0101': 121, '1010': 38}","{'H_AFM': np.float64(-0.083984375), 'H_FM': np.float64(0.064453125), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,19,"{'1101': 43, '0100': 90, '1111': 45, '0001': 70, '1100': 124, '0011': 75, '0111': 96, '1011': 60, '1010': 52, '1000': 96, '0110': 35, '0000': 52, '0010': 41, '1001': 49, '0101': 49, '1110': 47}","{'H_AFM': np.float64(0.291015625), 'H_FM': np.float64(-0.142578125), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,20,"{'1010': 31, '1011': 27, '1110': 58, '1100': 58, '1000': 69, '0110': 88, '1101': 42, '0100': 79, '0010': 153, '0000': 61, '0111': 65, '0011': 99, '0001': 56, '1111': 38, '1001': 41, '0101': 59}","{'H_AFM': np.float64(0.060546875), 'H_FM': np.float64(-0.083984375), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,21,"{'0001': 50, '1011': 56, '0111': 34, '0011': 28, '1000': 45, '0110': 136, '1101': 109, '1010': 56, '1111': 63, '0010': 77, '0000': 47, '1110': 78, '1100': 49, '0101': 56, '1001': 74, '0100': 66}","{'H_AFM': np.float64(-0.21484375), 'H_FM': np.float64(0.3125), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,22,"{'0000': 56, '0010': 95, '0101': 42, '1001': 82, '1100': 46, '0100': 67, '1011': 95, '0111': 50, '0011': 37, '1101': 131, '1000': 59, '0110': 86, '0001': 47, '1111': 52, '1110': 48, '1010': 31}","{'H_AFM': np.float64(-0.10546875), 'H_FM': np.float64(0.08984375), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,23,"{'1101': 29, '1110': 48, '1100': 39, '0000': 63, '0010': 81, '0100': 93, '0111': 83, '0011': 106, '1011': 71, '1010': 38, '0001': 111, '1111': 27, '0110': 88, '1000': 49, '1001': 46, '0101': 52}","{'H_AFM': np.float64(0.197265625), 'H_FM': np.float64(0.154296875), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,24,"{'0001': 22, '0100': 38, '1100': 119, '1001': 100, '0101': 81, '1110': 38, '0010': 117, '0000': 66, '1101': 66, '1000': 36, '0110': 55, '1011': 68, '0011': 55, '0111': 72, '1111': 35, '1010': 56}","{'H_AFM': np.float64(-0.06640625), 'H_FM': np.float64(0.0), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,25,"{'1010': 42, '1111': 70, '1100': 39, '1011': 51, '0011': 64, '0111': 99, '1101': 49, '1000': 31, '0110': 124, '0010': 112, '0000': 61, '1001': 35, '0101': 52, '1110': 65, '0001': 47, '0100': 83}","{'H_AFM': np.float64(-0.044921875), 'H_FM': np.float64(0.029296875), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,26,"{'0010': 41, '0100': 62, '0000': 74, '1110': 63, '1101': 29, '1000': 42, '0110': 68, '0101': 79, '1001': 52, '1100': 38, '0111': 58, '0011': 60, '1011': 87, '0001': 52, '1111': 84, '1010': 135}","{'H_AFM': np.float64(-0.2109375), 'H_FM': np.float64(0.09375), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,27,"{'0010': 87, '0111': 45, '0011': 34, '1011': 117, '1101': 84, '0001': 57, '1111': 76, '0110': 86, '1000': 82, '1100': 56, '1110': 53, '1001': 35, '0101': 51, '0000': 64, '0100': 66, '1010': 31}","{'H_AFM': np.float64(0.037109375), 'H_FM': np.float64(-0.068359375), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,28,"{'1010': 56, '0000': 52, '1110': 57, '1011': 70, '0011': 126, '0111': 39, '0010': 92, '1100': 67, '1101': 94, '1000': 30, '0110': 34, '1111': 66, '0001': 94, '1001': 45, '0101': 61, '0100': 41}","{'H_AFM': np.float64(0.267578125), 'H_FM': np.float64(-0.181640625), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,29,"{'1100': 39, '0110': 44, '1000': 74, '0101': 37, '1001': 60, '1010': 71, '0100': 51, '0010': 101, '0000': 55, '1101': 28, '1011': 112, '0111': 49, '0011': 128, '0001': 53, '1111': 68, '1110': 54}","{'H_AFM': np.float64(0.208984375), 'H_FM': np.float64(-0.095703125), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,30,"{'1101': 71, '1000': 49, '0110': 49, '1001': 53, '0101': 58, '1110': 133, '0011': 37, '0111': 90, '1011': 70, '1111': 53, '0001': 47, '1100': 88, '0100': 56, '1010': 33, '0010': 81, '0000': 56}","{'H_AFM': np.float64(0.12109375), 'H_FM': np.float64(-0.0390625), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,31,"{'0000': 43, '1010': 36, '1011': 118, '0111': 59, '0011': 85, '0100': 48, '1000': 36, '0110': 78, '1101': 67, '1110': 68, '1100': 36, '0101': 52, '1001': 77, '0001': 47, '1111': 105, '0010': 69}","{'H_AFM': np.float64(0.138671875), 'H_FM': np.float64(0.037109375), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,32,"{'1101': 95, '1000': 31, '0110': 56, '1011': 42, '0111': 42, '0011': 75, '1110': 62, '1100': 120, '0101': 64, '1001': 34, '0001': 49, '1111': 61, '0100': 73, '1010': 63, '0010': 93, '0000': 64}","{'H_AFM': np.float64(0.19921875), 'H_FM': np.float64(-0.203125), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,33,"{'1110': 58, '0000': 57, '0001': 92, '1111': 36, '0010': 91, '1000': 38, '0110': 88, '1101': 64, '1011': 40, '0011': 54, '0111': 57, '1100': 60, '1010': 34, '1001': 46, '0101': 128, '0100': 81}","{'H_AFM': np.float64(-0.16015625), 'H_FM': np.float64(0.1875), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,34,"{'0000': 71, '1010': 47, '0100': 66, '1100': 39, '1001': 32, '0101': 105, '1110': 48, '1011': 59, '0011': 35, '0111': 85, '0010': 121, '0001': 102, '1111': 48, '1101': 34, '1000': 68, '0110': 64}","{'H_AFM': np.float64(-0.23828125), 'H_FM': np.float64(-0.0234375), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,35,"{'0000': 58, '0110': 43, '1000': 111, '1100': 31, '0100': 44, '0010': 89, '1011': 75, '0111': 59, '0011': 30, '1110': 65, '1001': 53, '0101': 57, '1111': 80, '0001': 37, '1101': 111, '1010': 81}","{'H_AFM': np.float64(-0.330078125), 'H_FM': np.float64(-0.193359375), 'H_TF': np.float64(0.0)}",True,6.0,0.2845987618184194
random_control,36,"{'0000': 63, '0001': 32, '1101': 41, '1100': 38, '1001': 107, '0101': 56, '1110': 77, '1010': 107, '0011': 80, '0111': 95, '1011': 64, '0010': 42, '1000': 32, '0110': 77, '0100': 57, '1111': 56}","{'H_AFM': np.float64(-0.17578125), 'H_FM': np.float64(0.25390625), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,37,"{'1011': 77, '1101': 65, '1100': 51, '1111': 97, '0001': 62, '0111': 18, '0011': 38, '1001': 52, '0101': 38, '1110': 37, '0010': 87, '0000': 75, '1010': 41, '1000': 74, '0110': 115, '0100': 97}","{'H_AFM': np.float64(0.0625), 'H_FM': np.float64(0.00390625), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,38,"{'0001': 30, '1010': 108, '0110': 70, '1000': 45, '1100': 88, '1011': 69, '0011': 64, '0111': 48, '0010': 117, '0000': 54, '1111': 38, '1101': 41, '0100': 75, '1001': 44, '0101': 47, '1110': 86}","{'H_AFM': np.float64(-0.021484375), 'H_FM': np.float64(0.076171875), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,39,"{'0100': 77, '1000': 53, '0110': 129, '1101': 71, '1100': 33, '1011': 61, '0111': 45, '0011': 69, '0001': 52, '1111': 91, '0010': 77, '0000': 71, '1010': 69, '1001': 35, '0101': 28, '1110': 63}","{'H_AFM': np.float64(0.01953125), 'H_FM': np.float64(0.0078125), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,40,"{'1110': 40, '0100': 67, '1000': 36, '0110': 82, '1101': 24, '1011': 55, '0111': 121, '0011': 83, '0001': 68, '1111': 80, '1100': 55, '0010': 95, '0000': 73, '1001': 33, '0101': 53, '1010': 59}","{'H_AFM': np.float64(0.068359375), 'H_FM': np.float64(-0.181640625), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,41,"{'0001': 61, '1111': 89, '1011': 48, '0011': 39, '0111': 45, '0110': 76, '1000': 65, '0101': 27, '1001': 79, '1100': 60, '1010': 82, '1110': 27, '0000': 68, '0010': 83, '1101': 69, '0100': 106}","{'H_AFM': np.float64(-0.046875), 'H_FM': np.float64(-0.015625), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
random_control,42,"{'1110': 131, '1010': 22, '1101': 30, '1111': 72, '0001': 69, '1011': 71, '0111': 42, '0011': 53, '0100': 60, '0010': 83, '0000': 71, '0110': 38, '1000': 40, '1100': 79, '1001': 95, '0101': 68}","{'H_AFM': np.float64(0.265625), 'H_FM': np.float64(0.0625), 'H_TF': np.float64(0.0)}",False,6.0,0.2845987618184194
